htid	recordid	OCLC	LOCnum	author	imprint	datetype	startdate	enddate	textdate	place	enumcron	materialtype	subjects	genres	title	enum_start_date	enum_end_date	inferred_date	filter_status
mdp.39015035946659	677837	3768310	LH1.M5A4	<blank>	Ann Arbor	c	1894	9999	1915/1916	miu	v.22 1915/1916	serial	University of Michigan	UnknownGenre	The Michigan alumnus	1915.0	1916.0	1915	ok
inu.30000114808094	4527968	1642556	QA1.T6	<blank>	Sendai, Japan;Tōhoku University;1911/1912-	u	1911	9999	1911	ja 	ser.1,v.10 1916	serial	Mathematics;Periodicals	UnknownGenre	Tôhoku mathematical journal	1916.0		1916	ok
nyp.33433060397738	8611640	14403013	<blank>	<blank>	New York;Tennant and Ward;London;Dawburn & Ward, Ltd. [etc.;1899-	u	1899	uuuu	1899	nyu	v. 13 (1916)	serial	Photography;Periodicals;Tennant, John A;1829-1893	UnknownGenre	The Photo-miniature	1916.0		1916	ok
miun.adz0777.0001.001	932987	40315484	<blank>	<blank>	Washington;Govt. Print. Off;1917-1921.	d	1917	1921	1917-1921	dcu	<blank>	serial	<blank>	UnknownGenre	Rural child welfare series			1917	ok
uc1.b3220767	551563	1716693	HG2083.N32	<blank>	S.l.].	d	1912	9999	1917	xxu	v.9 (1917)	serial	Loans;United States;Interest;Periodicals	UnknownGenre	Bulletin of the National federation of remedial loan associations	1917.0		1917	ok
mdp.35112103879989	10429368	1479129	K1.L525x	<blank>	Allahabad.	u	1904	uuuu	1917	ii 	v. 15 1917	serial	Law reports, digests, etc;India;Law reviews	UnknownGenre	Allahabad law journal	1917.0		1917	ok
mdp.39015001286577	499738	1641426	QL1.H3	<blank>	Cambridge, Mass.;The Museum.	c	1863	9999	1917-1918	mau	v.61 1917-1918	serial	Zoology	UnknownGenre	Bulletin of the Museum of Comparative Zoology	1917.0	1918.0	1917	ok
mdp.39015071126448	2745914	14283171	HV86.M5	<blank>	Lansing, Mich.;W. S. George & Co., state printers and binders [etc.;1881-1920.	d	1880	1920	1881-1920	miu	1917/1918	serial	History;Public welfare;Corrections;Michigan	UnknownGenre	Biennial report of the Michigan State Board of Corrections and Charities	1917.0	1918.0	1917	ok
mdp.39015067215247	525979	1764799	TF1.S2	<blank>	St. Louis.	d	1896	1931	1917/1918	mou	v.22 1917/1918	serial	Periodicals;Railroads	UnknownGenre	Official proceedings	1917.0	1918.0	1917	ok
mdp.39015076377418	59718	1771586	RC395.A8I6	<blank>	Indianapolis, Ind.	d	19uu	19uu	1918	inu	v.13 1918	serial	<blank>	UnknownGenre	Annual report	1918.0		1918	ok
uc1.32106008761899	7131594	252728445	<blank>	<blank>	Washington;U.S. Govt. Print. Off. [etc.	s	1918	    	"<unparsed=""U.S. Govt. Print. Off. [etc.]"">"	   	no.139	serial	Science	NotFiction	Bulletin			1933	for-date
nc01.ark:/13960/t34171m9p	10936440	22887008	<blank>	<blank>	Raleigh;The Board;1911-	d	1910	197u	1911	ncu	19, December 1, 1920 - June 30, 1922	serial	North Carolina;Periodicals;Public health;Public Health;Statistics;State Board of Health	UnknownGenre	Biennial report of the North Carolina State Board of Health	1920.0		1920	ok
uc1.b3228322	7930247	213709790	<blank>	<blank>	New York;Secretary National Foreign Trade Convention Headquarters.	d	1914	1969	"<unparsed=""Secretary National Foreign Trade Convention Headquarters"">"	nyu	1920	serial	Shipping;United States;Commerce	UnknownGenre	Report	1920.0		1920	ok
njp.32101077278123	8881716	1643684	G1.N27	<blank>	Washington;National Geographic Society	d	1888	1959	1920	dcu	vol.37 (1920)	serial	Periodicals;Geography	UnknownGenre	The National geographic magazine	1920.0		1920	ok
njp.32101080166430	520539	1756879	QA1.N28	<blank>	Reston, Va., etc.;National Council of Teachers of Mathematics;1908-	c	1908	9999	1908	vau	vol. 14 (1921)	serial	Study and teaching;Mathematics;Periodicals	UnknownGenre	The Mathematics teacher	1921.0		1921	ok
uiug.30112051220090	536057	1752610	RA54.B3	<blank>	Springfield, Ill.	u	1903	9999	"<unparsed=""Springfield, Ill"">"	ilu	v.14(1921-22)	serial	<blank>	UnknownGenre	Monthly bulletin	1921.0		1921	ok
umn.31951p01132770n	6110850	8078792	<blank>	<blank>	New York;A.M. Best Co.;c1912-1967.	d	1913	1968	1912-1967	nyu	16th ed. 1921/22	serial	Canada;Life insurance;United States;Periodicals	UnknownGenre	Best's life insurance reports	1921.0		1921	ok
uc1.b2955177	7912120	233877965	<blank>	<blank>	Frankfort;Capital Office, E. Polk Johnson;1890-	d	1888	200u	1890	kyu	1921	serial	Agriculture;Agricultural experiment stations;Kentucky;Periodicals;Research	UnknownGenre	Annual report for the year ending December 31	1921.0		1921	ok
uc1.31158001803021	641660	1480163	RG1.A62	<blank>	Saint Louis;C.V. Mosby Company;1920-	c	1920	9999	1920	mou	v.004 yr.1922	serial	Gynecology;Obstetrics;Periodicals	UnknownGenre	American journal of obstetrics and gynecology	1922.0		1922	ok
uc1.b3767428	6711107	50365595	<blank>	<blank>	London;Tropical Diseases Bureau.	d	1921	1925	"<unparsed=""Tropical Diseases Bureau"">"	enk	1922	serial	Medicine;Tropical medicine	UnknownGenre	Tropical diseases bulletin	1922.0		1922	ok
uiug.30112102104103	2138128	3362926	<blank>	<blank>	Washington;U.S. Govt. Print. Off.;1922-1974	d	1922	1974	1922-1974	dcu	1922	serial	United States;Patents	UnknownGenre	General information concerning patents	1922.0		1922	ok
coo.31924069565616	9162310	23874957	L150.B15	<blank>	Topeka [etc.;1862]-19	u	1862	19uu	1862	ksu	v.24 1922/24	serial	Kansas;Education	UnknownGenre	Report	1922.0		1922	ok
mdp.39015036626391	523460	35332110	V11.U4	<blank>	Washington;Govt. Print. Off.[etc.	c	1814	1970	"<unparsed=""Govt. Print. Off.[etc.]"">"	dcu	1922-1923	serial	Marine Corps;United States;Registers;Navy	Directories;UnknownGenre	Register of the commissioned and warrant officers of the United States Navy and Marine Corps and reserve officers on active duty	1922.0	1923.0	1922	for-content
uiug.30112002957295	11396183	9641200	<blank>	<blank>	Asheville, N.C.;National Oceanic and Atmospheric Administration, Environmental Data and Information Service, National Climatic Center	c	19uu	9999	"<unparsed=""National Oceanic and Atmospheric Administration, Environmental Data and Information Service, National Climatic Center,"">"	ncu	v.34-46(1929-1941)	serial	Ohio;Meteorology;Periodicals;Climate;Statistics	UnknownGenre;Statistics	Climatological data	1929.0	1941.0	1929	for-content
uc1.b2912627	7914067	271860697	S591.A22	<blank>	Washington, D.C.;U.S. Dept. of Agriculture, Soil Conservation Service;1923-	u	1923	uuuu	1923	dcu	1941:6-7	serial	Soils;Soil surveys;United States	UnknownGenre	Soil survey	1941.0		1941	for-date
uiug.30112104148785	521212	5345258	HD8051.A78	<blank>	Washington;G.P.O.;1918-	c	1918	9999	1918	dcu	v.71:5 (Nov 1950)	serial	Labor laws and legislation;Working class;Periodicals;Labor supply;Statistics;United States	UnknownGenre;Statistics	Monthly labor review	1950.0		1950	for-date
mdp.39015040416987	3910997	244122728	<blank>	<blank>	Washington	d	19uu	19uu	"<unparsed=""[Washington]"">"	dcu	1958	serial	<blank>	UnknownGenre	State workmen's compensation laws	1958.0		1958	for-date
uiug.30112106755868	3912133	2250945	Z6723.U35	<blank>	Fort Leavenworth, Kan.	c	1922	9999	1960	ksu	v.40:4 (1960)	serial	Military art and science;Bibliography;Periodicals	UnknownGenre	Military review	1960.0		1960	for-date
umn.31951p010935999	7395844	2545241	<blank>	<blank>	Washington, D.C.;The Bureau;For sale by the Subscriber Services Section (Publications), Bureau of the Census	d	19uu	1979	"<unparsed=""[For sale by the Subscriber Services Section (Publications), Bureau of the Census],"">"	dcu	1970:1	serial	Textile fabrics;Statistics;United States;Periodicals	UnknownGenre;Statistics	Current industrial reports	1970.0		1970	for-date
mdp.39015084882466	3922763	2481211	<blank>	<blank>	Washington;U.S. Govt. Print. Off.	d	19uu	1974	"<unparsed=""U.S. Govt. Print. Off.,"">"	dcu	no.619	serial	<blank>	UnknownGenre	TC publication			1974	for-date
mdp.39015005262822	642590	1792333	HD9244.U55a	<blank>	Washington.	d	19uu	1982	"<unparsed=""Washington"">"	dcu	1975-78	serial	Periodicals;Fruit trade;Nuts;Statistics;United States	UnknownGenre;Statistics	Noncitrus fruits & nuts	1975.0		1975	for-content
uiug.30112070060097	11416201	2246720	RC110.U47a	<blank>	Frederick, Md.;The Institute;-1981	d	19uu	1981	1981	mdu	1976/77	serial	Communicable diseases;Biological warfare;Research;Periodicals;U.S. Army Medical Research Institute of Infectious Diseases	UnknownGenre	Annual progress report	1976.0		1976	for-date
uva.x030027843	9173613	4507396	<blank>	<blank>	Asheville, N.C.;U.S. Dept.of Commerce, National Oceanic and Atmospheric Administration, Environmental Data Service.	c	1896	9999	1976	ncu	v.82 (1976)	serial	Climate;Meteorology;Oregon	UnknownGenre	Climatological data, Oregon	1976.0		1976	for-content
umn.31951d03122616z	7412522	2545220	PAR	<blank>	Washington, D.C.;The Bureau;For sale by Data User Services Division, Customer Services (Publications), Bureau of the Census	d	19uu	19uu	"<unparsed=""[For sale by Data User Services Division, Customer Services (Publications), Bureau of the Census,"">"	dcu	1976:3	serial	Periodicals;United States;Statistics;Paper industry;Wood-pulp industry	UnknownGenre;Statistics	Current industrial reports	1976.0		1976	for-date
umn.31951p010935600	7395844	2545241	<blank>	<blank>	Washington, D.C.;The Bureau;For sale by the Subscriber Services Section (Publications), Bureau of the Census	d	19uu	1979	"<unparsed=""[For sale by the Subscriber Services Section (Publications), Bureau of the Census],"">"	dcu	1978:12	serial	Textile fabrics;Statistics;United States;Periodicals	UnknownGenre;Statistics	Current industrial reports	1978.0		1978	for-date
umn.31951d00707090g	7420082	13451019	<blank>	<blank>	Hyattsville, Md.;U.S. Dept. of Health and Human Services, Public Health Service, National Center for Health Statistics;Washington, D.C.;For sale by the Supt. of Docs., U.S. G.P.O.	c	19uu	9999	"<unparsed=""For sale by the Supt. of Docs., U.S. G.P.O.,"">"	mdu	1979/81:no.45	serial	United States;Mortality;Periodicals;States;Tables;Statistics, Vital;Methodology	UnknownGenre;Statistics	U.S. decennial life tables for	1979.0		1979	for-date
uiug.30112040529825	3089902	3435713	TH23.C46a	<blank>	Washington, D.C.;The Bureau;For sale by the Supt. of Docs., U.S. G.P.O.;-1990.	d	19uu	1990	1990	dcu	1979-80	serial	Center for Building Technology;Periodicals	UnknownGenre	Building technology project summaries	1979.0		1979	for-date
umn.31951d006863823	3910443	1773557	<blank>	<blank>	Washington.	d	19uu	1982	1979	dcu	v.33:no.18 (1979)	serial	United States;Periodicals;Long-range weather forecasts	UnknownGenre	Average monthly weather outlook	1979.0		1979	for-date
mdp.39015075827975	506844	6237883	<blank>	<blank>	Bethesda, Md.;International Cancer Research Data Bank Program.;Springfield, Va.;distributed by the National Technical Information Service	c	19uu	9999	"<unparsed=""distributed by the National Technical Information Service]"">"	mdu	1982 no.5	serial	Urinary organs;Periodicals;Cancer;Carcinogenesis;Abstracts;Kidneys	UnknownGenre	ICRDB cancergram	1982.0		1982	for-date
uiug.30112026471992	11428164	12918613	<blank>	<blank>	Washington, D.C.;U.S. Dept. of Commerce, Bureau of the Census;For Sale by the Supt. of Docs., U.S. G.P.O.	d	19uu	1984	"<unparsed=""For Sale by the Supt. of Docs., U.S. G.P.O.,"">"	dcu	1984	serial	Periodicals;Statistics;Households;United States;Income	UnknownGenre;Statistics	After-tax money income estimates of households	1984.0		1984	for-date
umn.31951t00154172p	7412575	2715774	HD9623.U44U54a	<blank>	Washington, D.C.;The Bureau;Supt. of Docs., U.S. G.P.O., distributor	c	19uu	9999	"<unparsed=""[Supt. of Docs., U.S. G.P.O., distributor,"">"	dcu	1985:4*	serial	Glass trade;Periodicals;United States;Statistics;Plate glass	UnknownGenre;Statistics	Current industrial reports	1985.0		1985	for-date
mdp.39015026204084	933286	11997057	<blank>	<blank>	Hyattsville, Md.;U.S. Dept. of Health and Human Services, Health Care Financing Administration, Office of Research and Demonstrations [and] Public Health Service, National Center for Health Statistics;Washington, D.C.;For sale by the Supt. of Docs., U.S. G.P.O.	c	19uu	9999	1986	mdu	no.1 1986	serial	Health Services;utilization;Medical care;Medical care, cost of;Health Expenditures;Medicaid;Insurance, Health;statistics;Utilization;Statistics;United States;Costs and Cost Analysis	UnknownGenre;Statistics	National Medical Care Utilization and Expenditure Survey	1986.0		1986	for-date
uiug.30112018077039	11409522	19986400	<blank>	<blank>	Riverdale, MD;U.S. Dept. of Commerce National Oceanic and Atmospheric Administration, National Ocean Service	d	19uu	1990	"<unparsed=""U.S. Dept. of Commerce National Oceanic and Atmospheric Administration, National Ocean Service,"">"	mdu	EC2 JY28(1988)	serial	Airplanes;Periodicals;Instrument flying;Lake States;Airports;Landing	UnknownGenre	Instrument approach procedures	1988.0		1988	for-content
uc1.32106016146646	2727723	19068805	HD4976.C438A73	<blank>	Washington, DC;The Bureau;For sale by the Supt. of Docs., U.S. G.P.O.	d	19uu	199u	"<unparsed=""For sale by the Supt. of Docs., U.S. G.P.O.,"">"	dcu	1988	serial	South Carolina;Charleston Metropolitan Area;Wages;Periodicals;Statistics	UnknownGenre;Statistics	Area wage survey	1988.0		1988	for-date
umn.31951d00696033m	7402523	8634249	HB849.53.E84	<blank>	Washington, D.C.;The Bureau;For sale by the Supt. of Docs., U.S. G.P.O.	c	19uu	9999	"<unparsed=""[For sale by the Supt. of Docs., U.S. G.P.O.,"">"	dcu	1990:6	serial	Population;Periodicals;United States;Population forecasting;Statistics	UnknownGenre;Statistics	Estimates of the population of the United States to	1990.0		1990	for-date
mdp.39015032044169	2063522	17895997	HD8700.55.A28	<blank>	Washington, D.C.;U.S. Dept. of Labor, Bureau of International Labor Affairs;For sale by the Supt. of Docs., U.S. G.P.O.	c	19uu	9999	"<unparsed=""For sale by the Supt. of Docs., U.S. G.P.O.,"">"	dcu	1991/1992	serial	Working class;Labor unions;Periodicals;Labor supply;Thailand	UnknownGenre;Statistics	Thailand	1991.0	1992.0	1991	for-date
uiug.30112105184938	9883081	26703386	<blank>	<blank>	Washington, D.C.;U.S. Dept. of Labor, Bureau of Labor Statistics	c	19uu	9999	"<unparsed=""U.S. Dept. of Labor, Bureau of Labor Statistics,"">"	dcu	1992	serial	Kansas;Wages;Periodicals;Topeka Metropolitan Area;Statistics	UnknownGenre;Statistics	Occupational compensation survey--pay only	1992.0		1992	for-date
uiug.30112048190869	3910282	2458451	<blank>	<blank>	Washington.	c	1918	9999	"<unparsed=""Washington"">"	dcu	1993	serial	Atlantic Coaster (U.S.);Periodicals;Pilot guides;New England;Middle Atlantic States	UnknownGenre	United States coast pilot 2	1993.0		1993	for-date
umn.31951d01391394s	4735921	15866634	HD7293.A49U58	<blank>	Washington, D.C.;U.S. Dept. of Housing and Urban Development;-1998.	d	19uu	1998	1998	dcu	1994:July	serial	Mortgages;Interest rates;Periodicals;Statistics;United States	UnknownGenre;Statistics	Secondary market prices and yields and interest rates for home loans	1994.0		1994	for-date
uc1.b5124216	501526	1590127	<blank>	<blank>	Washington;United States Securities and Exchange Commission.	c	19uu	9999	2000	dcu	v.66:2:2 (Feb 11-Mar 10 2000)	serial	Securities;United States;Periodicals	UnknownGenre	Official summary of security transactions and holdings	2000.0		2000	for-content
mdp.39015049129888	3566199	19882071	TL530.A1C53	<blank>	Washington, D.C.;U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Ocean Service;Riverdale, Md.;National Ocean Service, NOAA, Distribution Branch, [distributor	c	19uu	9999	"<unparsed=""National Ocean Service, NOAA, Distribution Branch, [distributor],"">"	dcu	2002 Feb 21-Apr 18	serial	Airplanes;Pacific Ocean;Islands of the Pacific;Periodicals;Traffic control;Aeronautics;Airports;Landing	UnknownGenre	Chart supplement, Pacific	2002.0		2002	for-date
uiug.30112075556776	3011475	29041310	VK1241.L56	<blank>	Bethesda, Md.;The Center;For sale by authorized agents of the National Ocean Service	c	19uu	9999	"<unparsed=""For sale by authorized agents of the National Ocean Service,"">"	mdu	2006	serial	Atlantic Coast (North America);Lists;Aids to navigation;Periodicals;West Indies;Greenland	UnknownGenre	List of lights, radio aids, and fog signals	2006.0		2006	for-content
